job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI11497,Principal Data Scientist,83434,EN,PT,Netherlands,M,France,100,"Python, TensorFlow, NLP",Bachelor,0,Government,2024-02-01,2024-03-23,1605,7,Future Systems
AI11498,Machine Learning Researcher,51487,MI,FL,Finland,M,Finland,100,"TensorFlow, SQL, Azure, MLOps, Python",PhD,3,Gaming,2024-04-12,2024-06-12,1495,9,Advanced Robotics
AI11499,Principal Data Scientist,58990,EN,FL,Netherlands,M,Netherlands,50,"Python, Scala, Java, NLP",Master,0,Energy,2024-10-11,2024-11-16,1197,5,AI Innovations
AI11500,NLP Engineer,138919,SE,FL,Denmark,S,Denmark,100,"SQL, Deep Learning, Data Visualization",Associate,9,Healthcare,2024-04-22,2024-07-04,2000,7,Cloud AI Solutions
AI11501,Principal Data Scientist,135853,SE,PT,Canada,L,Canada,50,"Python, MLOps, AWS, Tableau",Bachelor,5,Transportation,2024-10-22,2024-12-15,2023,8,DeepTech Ventures
AI11502,Data Analyst,63828,EN,FT,France,M,Switzerland,0,"Git, Docker, Python, Spark",PhD,1,Education,2024-06-17,2024-08-17,1493,5,TechCorp Inc
AI11503,NLP Engineer,82499,EN,FL,United States,M,United States,100,"Java, Tableau, Scala, Azure",Master,1,Automotive,2025-02-09,2025-03-21,1424,6,Quantum Computing Inc
AI11504,NLP Engineer,98768,EN,PT,Norway,M,China,100,"Git, Linux, Kubernetes, GCP",Bachelor,1,Retail,2024-03-12,2024-04-27,1825,6,Future Systems
AI11505,AI Architect,155306,MI,PT,Norway,L,Norway,100,"Kubernetes, R, Data Visualization, GCP",Master,2,Real Estate,2025-04-11,2025-06-15,1187,9,DeepTech Ventures
AI11506,Data Scientist,119155,MI,CT,United States,M,Switzerland,0,"Linux, SQL, Data Visualization, Docker, Python",Master,4,Consulting,2024-03-08,2024-04-21,1486,6,Algorithmic Solutions
AI11507,Data Engineer,304214,EX,PT,Netherlands,L,Australia,50,"Azure, SQL, Docker, R, Deep Learning",PhD,16,Consulting,2024-09-09,2024-10-26,955,9,Advanced Robotics
AI11508,Computer Vision Engineer,114179,EX,PT,China,S,China,100,"Python, Docker, GCP, PyTorch",Bachelor,16,Healthcare,2024-06-15,2024-07-09,1953,7,Smart Analytics
AI11509,Machine Learning Researcher,79226,EN,PT,United Kingdom,M,United Kingdom,100,"R, Statistics, Python",Associate,1,Automotive,2025-02-01,2025-04-12,525,8,TechCorp Inc
AI11510,ML Ops Engineer,123375,MI,FT,Singapore,L,Singapore,50,"Spark, Mathematics, Deep Learning, SQL",Master,3,Technology,2025-02-27,2025-04-07,1993,6,Future Systems
AI11511,ML Ops Engineer,183719,SE,PT,Denmark,M,Denmark,0,"Data Visualization, Kubernetes, Python",Master,6,Retail,2024-08-28,2024-10-13,1040,7,Future Systems
AI11512,Deep Learning Engineer,147573,EX,FT,Israel,L,United Kingdom,0,"PyTorch, TensorFlow, Docker",Bachelor,13,Technology,2025-02-20,2025-03-22,2023,6,Cloud AI Solutions
AI11513,Head of AI,66956,EN,FL,Netherlands,S,Finland,0,"Scala, AWS, Tableau, PyTorch, SQL",Master,1,Manufacturing,2024-05-30,2024-07-01,740,7,Autonomous Tech
AI11514,Research Scientist,82737,MI,PT,Singapore,S,Singapore,100,"Data Visualization, SQL, Git, Python",Associate,3,Real Estate,2024-06-07,2024-07-09,1287,8,Future Systems
AI11515,AI Consultant,128733,SE,PT,United Kingdom,S,United Kingdom,50,"MLOps, Deep Learning, GCP",Associate,8,Energy,2024-06-15,2024-08-17,581,6,Neural Networks Co
AI11516,AI Consultant,87063,MI,PT,Sweden,L,China,0,"PyTorch, TensorFlow, NLP",Bachelor,2,Media,2024-08-02,2024-10-02,919,7,Algorithmic Solutions
AI11517,Autonomous Systems Engineer,76889,MI,PT,Israel,L,Israel,50,"AWS, Linux, Data Visualization, Spark",PhD,4,Real Estate,2024-12-15,2025-02-22,2289,6,Autonomous Tech
AI11518,ML Ops Engineer,162625,MI,FL,Switzerland,L,Switzerland,50,"Git, Python, PyTorch",Bachelor,2,Education,2024-10-14,2024-11-14,904,9,DeepTech Ventures
AI11519,Machine Learning Researcher,100113,SE,FL,United Kingdom,S,Denmark,50,"PyTorch, Linux, Hadoop",Master,7,Education,2024-07-20,2024-09-14,2368,7,Future Systems
AI11520,ML Ops Engineer,61484,MI,FL,Japan,L,United States,0,"Deep Learning, SQL, Java",Associate,3,Gaming,2024-09-25,2024-10-17,1821,7,Quantum Computing Inc
AI11521,AI Product Manager,111607,MI,FT,Germany,L,South Korea,50,"SQL, Kubernetes, Git, Deep Learning, AWS",Associate,2,Real Estate,2025-04-14,2025-06-16,1845,6,Digital Transformation LLC
AI11522,Machine Learning Researcher,91555,MI,FT,Canada,S,Canada,50,"Docker, Spark, Git, Python",Master,3,Consulting,2024-07-15,2024-08-24,608,7,Smart Analytics
AI11523,Robotics Engineer,152854,SE,PT,Sweden,M,Australia,100,"Linux, Java, Computer Vision, MLOps",Associate,8,Real Estate,2024-07-27,2024-09-16,627,9,Cognitive Computing
AI11524,Robotics Engineer,43577,EN,FT,Japan,M,Japan,100,"SQL, PyTorch, Python",Master,1,Gaming,2024-02-23,2024-04-04,2449,6,Advanced Robotics
AI11525,Machine Learning Researcher,50658,EN,CT,Ireland,S,Ireland,100,"NLP, Linux, SQL, Docker, R",Associate,0,Manufacturing,2024-02-15,2024-04-02,1461,9,Predictive Systems
AI11526,Principal Data Scientist,55061,EN,CT,China,L,China,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,2024-06-20,2024-07-15,2011,6,Cognitive Computing
AI11527,Machine Learning Researcher,86587,SE,CT,Japan,M,Japan,50,"Mathematics, Python, MLOps, TensorFlow, Azure",Associate,7,Automotive,2024-11-25,2024-12-27,2034,6,Autonomous Tech
AI11528,Head of AI,75681,MI,PT,Japan,M,Japan,0,"PyTorch, Statistics, Scala, TensorFlow",Bachelor,3,Real Estate,2024-02-18,2024-04-26,1498,5,Algorithmic Solutions
AI11529,AI Specialist,42975,EN,PT,Japan,S,Japan,50,"Spark, Git, PyTorch, MLOps",Master,1,Manufacturing,2024-01-20,2024-02-18,686,6,Cloud AI Solutions
AI11530,ML Ops Engineer,103656,EX,PT,Israel,M,Norway,100,"Git, Statistics, Python, Java",PhD,14,Media,2025-02-21,2025-04-13,653,5,Cloud AI Solutions
AI11531,Robotics Engineer,54353,EN,FL,South Korea,M,South Korea,0,"R, PyTorch, SQL, Data Visualization",PhD,0,Technology,2024-07-10,2024-09-18,1822,7,Algorithmic Solutions
AI11532,Principal Data Scientist,56341,MI,CT,Israel,S,Israel,50,"PyTorch, Hadoop, Mathematics",Bachelor,3,Finance,2025-01-25,2025-02-14,1304,5,Algorithmic Solutions
AI11533,Data Scientist,180642,EX,FL,Australia,L,Sweden,50,"Python, GCP, Linux, TensorFlow, Docker",PhD,15,Gaming,2024-10-12,2024-12-14,2018,10,Predictive Systems
AI11534,AI Software Engineer,48893,EN,FL,India,S,Netherlands,100,"R, SQL, NLP",Associate,0,Finance,2024-12-26,2025-02-11,2048,7,Machine Intelligence Group
AI11535,AI Architect,97730,EN,FL,Norway,M,Australia,0,"Statistics, R, Python, Mathematics",Master,0,Technology,2024-11-24,2024-12-17,1234,6,Predictive Systems
AI11536,Deep Learning Engineer,82794,EN,PT,Switzerland,S,France,100,"Azure, Git, GCP, Deep Learning, NLP",PhD,1,Technology,2024-12-05,2025-01-07,1032,5,Neural Networks Co
AI11537,AI Software Engineer,108086,MI,CT,Germany,M,Germany,0,"TensorFlow, Python, Data Visualization",Bachelor,3,Healthcare,2024-05-30,2024-06-28,1200,7,Predictive Systems
AI11538,AI Software Engineer,90606,SE,PT,China,M,China,100,"Linux, Scala, AWS",PhD,5,Technology,2025-04-23,2025-06-15,1218,8,Future Systems
AI11539,Computer Vision Engineer,113116,SE,FT,Austria,L,Austria,100,"Kubernetes, Azure, Computer Vision, MLOps, Hadoop",PhD,8,Telecommunications,2024-06-09,2024-08-13,1171,9,AI Innovations
AI11540,AI Specialist,64631,EN,FL,Sweden,S,Sweden,0,"NLP, Kubernetes, Python, Azure",Master,1,Education,2024-05-03,2024-05-19,1732,8,Predictive Systems
AI11541,ML Ops Engineer,252091,EX,FL,United States,M,United States,0,"PyTorch, Python, Linux, Spark",Master,11,Retail,2024-04-25,2024-07-01,2029,9,Predictive Systems
AI11542,Head of AI,86828,MI,PT,Australia,M,France,0,"Scala, Hadoop, TensorFlow, Statistics",Bachelor,2,Technology,2024-08-12,2024-10-20,2298,9,DeepTech Ventures
AI11543,Data Engineer,89814,SE,CT,South Korea,S,Denmark,50,"Spark, PyTorch, MLOps, TensorFlow",Master,6,Manufacturing,2025-04-05,2025-06-10,1764,6,Cognitive Computing
AI11544,Principal Data Scientist,66178,EN,CT,Switzerland,S,Switzerland,50,"SQL, Computer Vision, Java, TensorFlow",Master,1,Education,2025-01-25,2025-03-19,2433,7,Autonomous Tech
AI11545,Data Scientist,157471,EX,CT,India,L,India,100,"Scala, Spark, Java, TensorFlow, Git",Bachelor,12,Healthcare,2025-03-02,2025-04-18,1519,9,Future Systems
AI11546,Data Engineer,52065,EN,PT,Canada,M,Canada,100,"Scala, Docker, GCP",PhD,1,Manufacturing,2024-10-06,2024-11-29,1049,9,Algorithmic Solutions
AI11547,AI Specialist,232938,EX,PT,United Kingdom,M,United Kingdom,100,"Linux, Spark, Deep Learning",PhD,16,Consulting,2025-03-25,2025-05-22,1639,7,DataVision Ltd
AI11548,Data Scientist,69550,EN,FT,Denmark,S,Denmark,0,"Git, Statistics, Data Visualization",Bachelor,0,Technology,2024-06-02,2024-07-23,1614,9,Machine Intelligence Group
AI11549,Robotics Engineer,131400,MI,CT,Singapore,L,Singapore,50,"Python, Git, Scala, Java",Master,2,Finance,2025-02-16,2025-03-13,2023,5,DeepTech Ventures
AI11550,AI Consultant,77020,MI,CT,Japan,M,India,100,"Spark, Scala, Linux, Python",Associate,2,Transportation,2024-10-05,2024-12-11,846,5,Advanced Robotics
AI11551,AI Architect,57075,MI,PT,Israel,S,South Korea,0,"Spark, Git, Python, TensorFlow",Associate,3,Gaming,2025-04-25,2025-06-24,1341,5,TechCorp Inc
AI11552,AI Specialist,82815,MI,CT,India,L,India,50,"NLP, TensorFlow, AWS, MLOps, SQL",PhD,3,Education,2025-01-18,2025-02-25,808,6,Cloud AI Solutions
AI11553,AI Software Engineer,47671,MI,FL,Finland,S,Finland,0,"Docker, NLP, Scala, Data Visualization, MLOps",Master,4,Technology,2025-04-22,2025-06-09,2180,9,Predictive Systems
AI11554,NLP Engineer,157904,EX,FT,South Korea,L,Singapore,50,"Azure, R, NLP",Master,11,Energy,2024-05-24,2024-07-18,1257,9,Autonomous Tech
AI11555,ML Ops Engineer,73715,SE,PT,South Korea,M,Denmark,100,"Azure, AWS, Scala, Mathematics, Spark",PhD,8,Telecommunications,2024-10-14,2024-11-03,1065,7,Cognitive Computing
AI11556,AI Architect,132615,SE,CT,Germany,S,Japan,100,"AWS, Computer Vision, GCP, Python, TensorFlow",Bachelor,9,Education,2024-10-01,2024-11-18,917,5,Cognitive Computing
AI11557,Deep Learning Engineer,36624,EN,CT,Finland,M,Finland,50,"Linux, GCP, Data Visualization",Bachelor,0,Media,2024-01-11,2024-02-16,1021,6,Quantum Computing Inc
AI11558,AI Specialist,193751,EX,FT,Germany,S,Germany,0,"Git, Scala, Spark, PyTorch, Docker",Bachelor,11,Gaming,2025-03-31,2025-05-07,924,9,Future Systems
AI11559,AI Research Scientist,112338,MI,FT,Denmark,M,Denmark,100,"MLOps, Spark, Python, AWS, Mathematics",Associate,3,Automotive,2025-02-04,2025-03-11,896,5,Future Systems
AI11560,Autonomous Systems Engineer,125242,SE,PT,United Kingdom,S,Japan,50,"Tableau, TensorFlow, Python, Data Visualization, GCP",Bachelor,8,Manufacturing,2024-08-17,2024-08-31,1794,7,Smart Analytics
AI11561,Data Scientist,81804,EN,CT,Denmark,S,Denmark,100,"NLP, SQL, AWS",Associate,0,Healthcare,2024-09-11,2024-10-08,1394,8,AI Innovations
AI11562,Data Analyst,110373,MI,FT,Denmark,M,Norway,100,"Deep Learning, Kubernetes, PyTorch",Bachelor,3,Telecommunications,2024-07-16,2024-08-18,1722,9,AI Innovations
AI11563,AI Specialist,109806,MI,FT,Singapore,M,Singapore,50,"Kubernetes, Java, SQL, Git, PyTorch",Master,4,Government,2024-04-02,2024-05-28,2492,8,Cognitive Computing
AI11564,Data Analyst,42664,EN,PT,South Korea,M,South Korea,50,"GCP, Python, Git",PhD,0,Education,2024-01-17,2024-03-17,1313,9,Advanced Robotics
AI11565,Autonomous Systems Engineer,65657,SE,PT,China,S,China,0,"Statistics, Deep Learning, Java",PhD,5,Healthcare,2024-11-01,2025-01-05,2163,8,DataVision Ltd
AI11566,ML Ops Engineer,39682,EN,PT,Finland,S,Finland,50,"Computer Vision, Spark, Python",Associate,1,Energy,2024-08-09,2024-09-25,1038,7,Digital Transformation LLC
AI11567,Research Scientist,136075,EX,PT,Ireland,L,Sweden,0,"Azure, Computer Vision, Deep Learning, TensorFlow",Bachelor,10,Manufacturing,2025-03-16,2025-05-05,864,7,TechCorp Inc
AI11568,AI Specialist,234118,EX,FT,Norway,S,Israel,50,"Python, MLOps, Tableau, GCP, Git",Bachelor,18,Finance,2024-05-08,2024-06-28,925,8,Future Systems
AI11569,Data Analyst,123180,SE,PT,United Kingdom,M,United Kingdom,0,"Scala, Python, Docker, MLOps",Master,7,Technology,2024-11-09,2025-01-14,1225,9,Autonomous Tech
AI11570,AI Specialist,119354,EX,FL,Japan,S,Japan,0,"Azure, TensorFlow, Git",Associate,18,Finance,2024-11-09,2025-01-20,1528,8,Quantum Computing Inc
AI11571,AI Product Manager,93212,EN,FT,Switzerland,M,Switzerland,50,"Kubernetes, Azure, AWS, Scala, Git",Associate,0,Healthcare,2024-10-29,2024-12-25,1275,8,DeepTech Ventures
AI11572,ML Ops Engineer,74199,EN,FL,United Kingdom,M,United Kingdom,50,"Kubernetes, PyTorch, TensorFlow",Bachelor,0,Gaming,2024-07-22,2024-10-02,2471,8,Quantum Computing Inc
AI11573,Principal Data Scientist,148429,SE,CT,Singapore,L,Singapore,100,"Git, Hadoop, NLP, Scala",Master,6,Transportation,2025-04-12,2025-05-03,1133,8,Future Systems
AI11574,Data Analyst,129541,EN,PT,Switzerland,L,Austria,100,"AWS, Python, Computer Vision, Linux",PhD,1,Media,2024-11-22,2024-12-15,683,7,Predictive Systems
AI11575,Principal Data Scientist,83457,MI,FL,Japan,L,Canada,100,"GCP, Kubernetes, Computer Vision, Mathematics",Associate,3,Transportation,2024-01-19,2024-02-12,1591,9,AI Innovations
AI11576,Data Engineer,79541,SE,FT,Israel,S,Israel,50,"Hadoop, Mathematics, MLOps, Python, TensorFlow",PhD,7,Finance,2024-03-19,2024-04-25,1750,8,Smart Analytics
AI11577,Machine Learning Engineer,99908,SE,CT,France,M,France,100,"Linux, Python, Statistics",PhD,8,Government,2024-11-25,2025-01-12,1382,7,Algorithmic Solutions
AI11578,Principal Data Scientist,154382,MI,PT,Switzerland,L,Finland,0,"Java, Scala, GCP",Associate,3,Technology,2025-02-20,2025-04-18,1722,7,Digital Transformation LLC
AI11579,NLP Engineer,65244,EN,FL,Norway,S,Norway,0,"SQL, Java, Deep Learning",Associate,1,Telecommunications,2024-08-04,2024-10-13,1179,9,Cloud AI Solutions
AI11580,AI Software Engineer,120365,MI,CT,Denmark,S,Denmark,100,"R, Computer Vision, Git",Bachelor,4,Energy,2024-04-13,2024-06-22,689,6,Quantum Computing Inc
AI11581,AI Software Engineer,97632,MI,CT,United Kingdom,L,United Kingdom,100,"Tableau, TensorFlow, Docker",PhD,2,Healthcare,2024-05-18,2024-07-20,875,5,Autonomous Tech
AI11582,Deep Learning Engineer,44460,EN,CT,Israel,S,China,100,"Linux, Deep Learning, Tableau, Computer Vision",Master,1,Real Estate,2024-04-18,2024-06-07,1635,6,DataVision Ltd
AI11583,AI Product Manager,140515,SE,CT,Canada,L,United States,50,"Docker, GCP, Scala, MLOps, R",Bachelor,8,Education,2024-12-28,2025-02-02,2376,8,Predictive Systems
AI11584,Machine Learning Engineer,196836,EX,PT,Germany,S,Germany,0,"Statistics, Kubernetes, NLP, SQL",Master,17,Manufacturing,2025-03-27,2025-04-25,1395,7,Algorithmic Solutions
AI11585,Machine Learning Researcher,133818,SE,CT,Denmark,S,Denmark,50,"AWS, SQL, Data Visualization",Associate,8,Education,2024-08-13,2024-09-24,1059,9,AI Innovations
AI11586,NLP Engineer,147955,EX,CT,Finland,L,Finland,100,"MLOps, R, PyTorch",Bachelor,15,Healthcare,2024-05-28,2024-07-14,2471,5,Advanced Robotics
AI11587,Data Analyst,225929,EX,FT,Denmark,L,Denmark,0,"Azure, TensorFlow, SQL, Statistics, AWS",Associate,19,Media,2025-02-28,2025-03-28,1240,7,DataVision Ltd
AI11588,Data Engineer,50259,MI,PT,Finland,S,Finland,50,"Python, Docker, MLOps, Linux, TensorFlow",Associate,4,Government,2025-04-03,2025-05-23,559,6,Digital Transformation LLC
AI11589,Computer Vision Engineer,100101,SE,FT,Germany,S,Japan,0,"Computer Vision, PyTorch, Hadoop, SQL, Spark",Associate,5,Automotive,2024-06-11,2024-08-06,1430,7,Future Systems
AI11590,Autonomous Systems Engineer,55956,MI,PT,Japan,S,South Korea,100,"TensorFlow, Kubernetes, Scala, Computer Vision",Master,3,Healthcare,2025-02-23,2025-05-02,2279,9,Neural Networks Co
AI11591,Robotics Engineer,82964,MI,PT,China,L,Denmark,0,"Azure, PyTorch, Data Visualization, Hadoop, GCP",Associate,4,Automotive,2024-05-31,2024-07-30,685,5,Smart Analytics
AI11592,Autonomous Systems Engineer,66646,EN,PT,Canada,L,Canada,50,"Python, AWS, TensorFlow, Data Visualization",Master,1,Telecommunications,2024-11-25,2025-01-13,2081,9,Autonomous Tech
AI11593,Robotics Engineer,125002,EX,CT,South Korea,S,South Korea,0,"SQL, PyTorch, Mathematics, Azure, Linux",Bachelor,13,Technology,2024-10-26,2024-12-31,1177,8,Digital Transformation LLC
AI11594,AI Consultant,84581,SE,PT,China,S,China,100,"Python, Git, NLP, SQL, TensorFlow",PhD,9,Education,2024-09-04,2024-10-20,991,7,Machine Intelligence Group
AI11595,AI Research Scientist,83700,SE,FL,Japan,M,Netherlands,0,"Hadoop, Computer Vision, Linux, Deep Learning",Master,5,Media,2024-12-03,2024-12-27,947,9,Quantum Computing Inc
AI11596,Deep Learning Engineer,341146,EX,PT,Norway,L,Australia,50,"Hadoop, Java, PyTorch, AWS",Bachelor,12,Gaming,2024-04-05,2024-06-06,1202,8,Smart Analytics
AI11597,AI Software Engineer,68059,SE,CT,Finland,S,Finland,0,"SQL, GCP, Linux",Bachelor,5,Media,2025-03-19,2025-04-21,1516,6,DeepTech Ventures
AI11598,Head of AI,158414,EX,FL,Canada,M,Canada,50,"Data Visualization, MLOps, R, Statistics, TensorFlow",PhD,16,Consulting,2024-06-21,2024-08-19,2204,8,Digital Transformation LLC
AI11599,AI Architect,126177,EX,PT,Canada,S,Canada,0,"Python, TensorFlow, Azure, Computer Vision",Associate,19,Telecommunications,2025-04-10,2025-04-27,1049,6,Autonomous Tech
AI11600,Head of AI,153063,SE,FT,Norway,S,Norway,100,"Python, Docker, NLP, Computer Vision, Hadoop",Master,6,Healthcare,2024-04-19,2024-05-04,2142,7,Autonomous Tech
AI11601,Head of AI,73597,EN,PT,Canada,M,Canada,50,"Git, Azure, GCP, Computer Vision, Kubernetes",Bachelor,1,Healthcare,2024-06-08,2024-07-17,1986,8,Future Systems
AI11602,ML Ops Engineer,87589,EN,CT,Sweden,L,Sweden,0,"SQL, Computer Vision, NLP",Master,0,Healthcare,2024-10-15,2024-12-19,515,5,Predictive Systems
AI11603,Research Scientist,61007,MI,FT,Ireland,S,Ireland,0,"Azure, Scala, Docker, SQL",Associate,4,Consulting,2024-08-01,2024-10-11,1445,6,AI Innovations
AI11604,Head of AI,303539,EX,PT,Norway,M,Norway,50,"Computer Vision, Azure, Deep Learning",PhD,17,Healthcare,2024-08-09,2024-08-24,1646,9,AI Innovations
AI11605,AI Specialist,102809,SE,CT,France,S,France,50,"SQL, Java, Mathematics",PhD,5,Retail,2024-12-09,2025-01-13,2057,9,Smart Analytics
AI11606,Research Scientist,198957,EX,FL,India,L,India,100,"TensorFlow, Spark, Python, Tableau",Master,19,Media,2024-01-23,2024-02-08,1738,7,Algorithmic Solutions
AI11607,Data Scientist,58557,EN,FT,Singapore,S,Singapore,100,"Spark, Data Visualization, GCP",Master,0,Energy,2024-10-25,2024-12-13,2425,7,Algorithmic Solutions
AI11608,AI Specialist,57234,EN,PT,Finland,L,Finland,100,"Tableau, Kubernetes, Statistics, Python, Git",PhD,1,Consulting,2024-06-23,2024-08-06,2356,5,Algorithmic Solutions
AI11609,AI Specialist,117741,EX,PT,Finland,M,Finland,0,"PyTorch, Spark, R, Mathematics, Computer Vision",Master,19,Technology,2024-09-03,2024-10-25,1401,5,DataVision Ltd
AI11610,AI Product Manager,109740,SE,PT,China,L,China,0,"Git, Azure, SQL, Statistics, Linux",Master,6,Government,2024-11-09,2024-12-09,677,9,Smart Analytics
AI11611,AI Architect,158394,EX,CT,Sweden,S,Finland,0,"Data Visualization, Linux, SQL",Master,13,Finance,2024-02-04,2024-03-24,1501,5,AI Innovations
AI11612,Data Scientist,50985,EN,FT,Ireland,M,Germany,100,"R, Mathematics, MLOps",Bachelor,0,Telecommunications,2024-12-22,2025-01-14,865,6,AI Innovations
AI11613,AI Specialist,79081,MI,CT,Netherlands,M,Netherlands,50,"Data Visualization, Scala, AWS",Master,3,Consulting,2024-07-21,2024-08-21,1222,6,Autonomous Tech
AI11614,Machine Learning Engineer,51455,EN,CT,United Kingdom,S,United Kingdom,50,"Statistics, Kubernetes, Data Visualization",PhD,0,Retail,2025-03-24,2025-05-20,1024,7,Cognitive Computing
AI11615,Autonomous Systems Engineer,83028,SE,FL,Ireland,L,Ireland,100,"Data Visualization, Linux, SQL, Python",PhD,8,Energy,2024-02-18,2024-04-11,2044,8,Predictive Systems
AI11616,AI Product Manager,292870,EX,PT,Sweden,L,Sweden,0,"Git, Hadoop, Docker, Data Visualization, Java",Associate,12,Consulting,2024-08-23,2024-10-19,981,9,Machine Intelligence Group
AI11617,Data Analyst,119700,SE,PT,Germany,S,Germany,50,"GCP, NLP, Python, Linux, Tableau",Associate,6,Real Estate,2025-04-17,2025-06-21,560,5,Quantum Computing Inc
AI11618,Principal Data Scientist,60168,MI,CT,India,S,India,50,"NLP, Python, Kubernetes",Master,3,Government,2025-03-31,2025-04-26,862,8,Cloud AI Solutions
AI11619,Head of AI,83433,MI,PT,Germany,M,Germany,50,"Python, Azure, GCP, Kubernetes, Java",Bachelor,4,Media,2024-10-27,2024-11-26,2126,5,Cloud AI Solutions
AI11620,AI Software Engineer,56483,EN,FT,Finland,L,Finland,50,"Python, Azure, Kubernetes, Statistics, Docker",Master,0,Media,2024-12-23,2025-02-15,1973,6,Machine Intelligence Group
AI11621,Autonomous Systems Engineer,116287,SE,FT,South Korea,L,South Korea,100,"TensorFlow, Azure, Deep Learning, AWS",Master,7,Automotive,2024-06-19,2024-07-28,1413,6,DeepTech Ventures
AI11622,AI Specialist,250620,EX,FT,Australia,M,Australia,0,"Linux, NLP, Hadoop, Spark, Git",PhD,12,Media,2024-04-28,2024-07-10,2145,9,Predictive Systems
AI11623,Research Scientist,91782,EX,FL,Japan,S,India,100,"TensorFlow, MLOps, R, Computer Vision, NLP",PhD,12,Retail,2024-11-04,2024-12-05,1881,9,Digital Transformation LLC
AI11624,Machine Learning Engineer,154148,SE,CT,Sweden,L,Sweden,0,"Git, Scala, MLOps",Associate,6,Technology,2025-01-11,2025-02-18,2444,7,Neural Networks Co
AI11625,NLP Engineer,43944,EN,FL,China,M,Japan,50,"Python, Hadoop, Computer Vision, Deep Learning, PyTorch",Associate,1,Finance,2024-07-04,2024-09-01,824,8,Algorithmic Solutions
AI11626,Computer Vision Engineer,319984,EX,PT,United States,L,United States,0,"Java, R, NLP",PhD,17,Automotive,2024-07-17,2024-09-14,1663,9,Autonomous Tech
AI11627,Autonomous Systems Engineer,62360,EN,FL,France,S,France,50,"Deep Learning, Data Visualization, Kubernetes",Master,0,Government,2024-10-21,2024-11-05,1454,6,Algorithmic Solutions
AI11628,Computer Vision Engineer,72386,EN,CT,Germany,S,Germany,100,"Azure, Spark, Kubernetes",PhD,0,Gaming,2024-07-27,2024-09-09,919,6,Neural Networks Co
AI11629,AI Architect,68275,MI,FT,Canada,S,Norway,0,"Python, R, MLOps, Data Visualization",Bachelor,3,Education,2025-01-22,2025-03-29,2009,5,Quantum Computing Inc
AI11630,Principal Data Scientist,148462,SE,FT,Germany,M,Germany,50,"Linux, Tableau, R, Computer Vision",Bachelor,8,Technology,2024-12-16,2025-01-25,698,5,Quantum Computing Inc
AI11631,AI Product Manager,95294,SE,PT,Ireland,S,Singapore,50,"SQL, Azure, GCP",Master,8,Automotive,2025-03-24,2025-05-16,1039,7,DeepTech Ventures
AI11632,AI Architect,79223,EN,PT,United States,S,Singapore,0,"TensorFlow, Tableau, Git",Associate,1,Energy,2024-03-14,2024-04-25,2426,9,AI Innovations
AI11633,Deep Learning Engineer,50865,EN,FT,India,S,India,0,"Git, MLOps, Docker, SQL, GCP",PhD,0,Automotive,2024-01-15,2024-02-16,858,9,Algorithmic Solutions
AI11634,AI Architect,70416,EN,FL,Sweden,S,Sweden,0,"MLOps, Scala, Statistics",Master,0,Automotive,2024-01-15,2024-03-21,2028,7,DataVision Ltd
AI11635,Head of AI,161486,SE,CT,Denmark,L,Denmark,100,"Mathematics, TensorFlow, Scala, SQL",PhD,8,Consulting,2024-10-12,2024-11-01,1080,6,DeepTech Ventures
AI11636,AI Specialist,190145,EX,PT,Ireland,L,Ireland,0,"Spark, Python, Hadoop, Tableau",Associate,11,Energy,2025-03-12,2025-05-12,2409,8,TechCorp Inc
AI11637,Principal Data Scientist,139449,SE,CT,Germany,L,Germany,0,"AWS, Linux, MLOps, Tableau, Statistics",Associate,9,Energy,2025-01-24,2025-03-24,2491,5,Predictive Systems
AI11638,Robotics Engineer,72875,EN,CT,Germany,L,Germany,0,"Python, TensorFlow, Spark",Bachelor,0,Technology,2025-01-29,2025-03-19,1515,7,Neural Networks Co
AI11639,Autonomous Systems Engineer,66533,MI,FL,India,S,Germany,0,"Hadoop, NLP, SQL, MLOps, Deep Learning",Bachelor,4,Healthcare,2024-12-09,2025-01-18,1084,7,Algorithmic Solutions
AI11640,AI Specialist,131446,SE,CT,United Kingdom,L,United Kingdom,100,"Git, R, Hadoop, Tableau",Bachelor,5,Automotive,2025-01-24,2025-04-02,1826,8,Neural Networks Co
AI11641,AI Consultant,144466,MI,CT,Norway,L,Norway,100,"MLOps, NLP, Statistics, PyTorch, SQL",Bachelor,3,Consulting,2024-12-13,2025-01-04,2083,8,Autonomous Tech
AI11642,Computer Vision Engineer,91617,SE,PT,South Korea,S,South Korea,100,"Kubernetes, Computer Vision, Data Visualization, SQL, PyTorch",Bachelor,6,Energy,2024-07-10,2024-09-03,775,9,Neural Networks Co
AI11643,Machine Learning Researcher,231841,EX,PT,Norway,L,Norway,100,"Scala, GCP, Docker, R, Data Visualization",Associate,15,Consulting,2024-06-07,2024-08-18,1206,7,Cloud AI Solutions
AI11644,Deep Learning Engineer,139141,EX,FL,France,S,France,0,"Scala, Linux, R, Deep Learning, Docker",Master,11,Healthcare,2024-07-14,2024-08-03,960,9,Future Systems
